run_id,file_name,class_value,workpiece_id,workpiece_date,workpiece_usage,workpiece_result,workpiece_location,scenario_condition,scenario_exception
1598939,Ch_000001598939.json,001_control-group-1,30000000008829,2023-03-20 14:04:46,0,OK,right,normal,0
1613129,Ch_000001613129.json,002_control-group-2,30000000009793,2024-02-14 10:07:34,0,OK,left,normal,0
1613130,Ch_000001613130.json,002_control-group-2,30000000009793,2024-02-14 10:07:39,0,OK,right,normal,0
1613131,Ch_000001613131.json,002_control-group-2,30000000009794,2024-02-14 10:08:30,0,OK,left,normal,0
1613132,Ch_000001613132.json,002_control-group-2,30000000009794,2024-02-14 10:08:34,0,OK,right,normal,0
1613229,Ch_000001613229.json,002_control-group-2,30000000009795,2024-02-14 10:46:59,0,OK,left,normal,0
1613230,Ch_000001613230.json,002_control-group-2,30000000009795,2024-02-14 10:47:03,0,OK,right,normal,0
1613231,Ch_000001613231.json,002_control-group-2,30000000009796,2024-02-14 10:47:16,0,OK,left,normal,0
1613232,Ch_000001613232.json,002_control-group-2,30000000009796,2024-02-14 10:47:20,0,OK,right,normal,0
1613329,Ch_000001613329.json,002_control-group-2,30000000009797,2024-02-14 11:10:04,0,OK,left,normal,0
1613330,Ch_000001613330.json,002_control-group-2,30000000009797,2024-02-14 11:10:09,0,OK,right,normal,0
1613331,Ch_000001613331.json,002_control-group-2,30000000009798,2024-02-14 11:10:56,0,OK,left,normal,0
1613332,Ch_000001613332.json,002_control-group-2,30000000009798,2024-02-14 11:11:00,0,OK,right,normal,0
1613429,Ch_000001613429.json,002_control-group-2,30000000009799,2024-02-14 11:33:41,0,OK,left,normal,0
1613430,Ch_000001613430.json,002_control-group-2,30000000009799,2024-02-14 11:33:46,0,NOK,right,normal,0
1613431,Ch_000001613431.json,002_control-group-2,30000000009801,2024-02-14 11:34:37,0,OK,left,normal,0
1613432,Ch_000001613432.json,002_control-group-2,30000000009801,2024-02-14 11:34:42,0,OK,right,normal,0
1613529,Ch_000001613529.json,002_control-group-2,30000000009802,2024-02-14 13:46:29,0,OK,left,normal,0
1613530,Ch_000001613530.json,002_control-group-2,30000000009802,2024-02-14 13:46:34,0,OK,right,normal,0
1613531,Ch_000001613531.json,002_control-group-2,30000000009803,2024-02-14 13:47:11,0,OK,left,normal,0
1613532,Ch_000001613532.json,002_control-group-2,30000000009803,2024-02-14 13:47:15,0,OK,right,normal,0
1613627,Ch_000001613627.json,002_control-group-2,30000000009804,2024-02-14 14:23:00,0,OK,left,normal,0
1613628,Ch_000001613628.json,002_control-group-2,30000000009804,2024-02-14 14:23:04,0,OK,right,normal,0
1613629,Ch_000001613629.json,002_control-group-2,30000000009805,2024-02-14 14:24:16,0,OK,left,normal,0
1613630,Ch_000001613630.json,002_control-group-2,30000000009805,2024-02-14 14:24:20,0,OK,right,normal,0
1613725,Ch_000001613725.json,002_control-group-2,30000000009806,2024-02-14 14:57:27,0,OK,left,normal,0
1613726,Ch_000001613726.json,002_control-group-2,30000000009806,2024-02-14 14:57:32,0,OK,right,normal,0
1613729,Ch_000001613729.json,002_control-group-2,30000000009807,2024-02-14 14:59:38,0,OK,left,normal,0
1613730,Ch_000001613730.json,002_control-group-2,30000000009807,2024-02-14 14:59:42,0,OK,right,normal,0
1613825,Ch_000001613825.json,002_control-group-2,30000000009808,2024-02-14 15:44:35,0,OK,left,normal,0
1613826,Ch_000001613826.json,002_control-group-2,30000000009808,2024-02-14 15:44:39,0,OK,right,normal,0
1613827,Ch_000001613827.json,002_control-group-2,30000000009809,2024-02-14 15:45:34,0,OK,left,normal,0
1613828,Ch_000001613828.json,002_control-group-2,30000000009809,2024-02-14 15:45:38,0,OK,right,normal,0
1613929,Ch_000001613929.json,002_control-group-2,30000000009810,2024-02-14 16:59:29,0,OK,left,normal,0
1613930,Ch_000001613930.json,002_control-group-2,30000000009810,2024-02-14 16:59:33,0,NOK,right,normal,0
1613931,Ch_000001613931.json,002_control-group-2,30000000009811,2024-02-14 16:59:57,0,OK,left,normal,0
1613932,Ch_000001613932.json,002_control-group-2,30000000009811,2024-02-14 17:00:01,0,OK,right,normal,0
1614029,Ch_000001614029.json,002_control-group-2,30000000009812,2024-02-14 17:32:42,0,OK,left,normal,0
1614030,Ch_000001614030.json,002_control-group-2,30000000009812,2024-02-14 17:32:47,0,OK,right,normal,0
1614031,Ch_000001614031.json,002_control-group-2,30000000009813,2024-02-14 17:33:23,0,OK,left,normal,0
1614032,Ch_000001614032.json,002_control-group-2,30000000009813,2024-02-14 17:33:27,0,OK,right,normal,0
1614133,Ch_000001614133.json,002_control-group-2,30000000009814,2024-02-16 10:27:47,0,OK,left,normal,0
1614134,Ch_000001614134.json,002_control-group-2,30000000009814,2024-02-16 10:27:52,0,OK,right,normal,0
1614135,Ch_000001614135.json,002_control-group-2,30000000009815,2024-02-16 10:28:19,0,OK,left,normal,0
1614136,Ch_000001614136.json,002_control-group-2,30000000009815,2024-02-16 10:28:23,0,OK,right,normal,0
1614233,Ch_000001614233.json,002_control-group-2,30000000009816,2024-02-16 11:06:33,0,OK,left,normal,0
1614234,Ch_000001614234.json,002_control-group-2,30000000009816,2024-02-16 11:06:37,0,OK,right,normal,0
1614235,Ch_000001614235.json,002_control-group-2,30000000009817,2024-02-16 11:07:07,0,OK,left,normal,0
1614236,Ch_000001614236.json,002_control-group-2,30000000009817,2024-02-16 11:07:11,0,OK,right,normal,0
1614333,Ch_000001614333.json,002_control-group-2,30000000009818,2024-02-16 11:28:30,0,OK,left,normal,0
1614334,Ch_000001614334.json,002_control-group-2,30000000009818,2024-02-16 11:28:35,0,OK,right,normal,0
1614335,Ch_000001614335.json,002_control-group-2,30000000009819,2024-02-16 11:29:27,0,OK,left,normal,0
1614336,Ch_000001614336.json,002_control-group-2,30000000009819,2024-02-16 11:29:31,0,OK,right,normal,0
1614433,Ch_000001614433.json,002_control-group-2,30000000009820,2024-02-16 13:01:13,0,OK,left,normal,0
1614434,Ch_000001614434.json,002_control-group-2,30000000009820,2024-02-16 13:01:18,0,OK,right,normal,0
1614435,Ch_000001614435.json,002_control-group-2,30000000009821,2024-02-16 13:01:34,0,OK,left,normal,0
1614436,Ch_000001614436.json,002_control-group-2,30000000009821,2024-02-16 13:01:39,0,OK,right,normal,0
1614533,Ch_000001614533.json,002_control-group-2,30000000009822,2024-02-16 13:22:23,0,OK,left,normal,0
1614534,Ch_000001614534.json,002_control-group-2,30000000009822,2024-02-16 13:22:27,0,OK,right,normal,0
1614535,Ch_000001614535.json,002_control-group-2,30000000009823,2024-02-16 13:23:43,0,OK,left,normal,0
1614536,Ch_000001614536.json,002_control-group-2,30000000009823,2024-02-16 13:23:48,0,OK,right,normal,0
1614633,Ch_000001614633.json,002_control-group-2,30000000009824,2024-02-16 13:48:46,0,OK,left,normal,0
1614634,Ch_000001614634.json,002_control-group-2,30000000009824,2024-02-16 13:48:51,0,NOK,right,normal,0
1614635,Ch_000001614635.json,002_control-group-2,30000000009825,2024-02-16 13:50:14,0,OK,left,normal,0
1614636,Ch_000001614636.json,002_control-group-2,30000000009825,2024-02-16 13:50:19,0,OK,right,normal,0
1614735,Ch_000001614735.json,002_control-group-2,30000000009826,2024-02-19 09:50:50,0,OK,left,normal,0
1614736,Ch_000001614736.json,002_control-group-2,30000000009826,2024-02-19 09:50:55,0,OK,right,normal,0
1614737,Ch_000001614737.json,002_control-group-2,30000000009827,2024-02-19 09:51:34,0,OK,left,normal,0
1614738,Ch_000001614738.json,002_control-group-2,30000000009827,2024-02-19 09:51:38,0,OK,right,normal,0
1614835,Ch_000001614835.json,002_control-group-2,30000000009828,2024-02-19 10:14:25,0,OK,left,normal,0
1614836,Ch_000001614836.json,002_control-group-2,30000000009828,2024-02-19 10:14:29,0,OK,right,normal,0
1614837,Ch_000001614837.json,002_control-group-2,30000000009829,2024-02-19 10:15:21,0,OK,left,normal,0
1614838,Ch_000001614838.json,002_control-group-2,30000000009829,2024-02-19 10:15:26,0,OK,right,normal,0
1614935,Ch_000001614935.json,002_control-group-2,30000000009830,2024-02-19 10:36:05,0,OK,left,normal,0
1614936,Ch_000001614936.json,002_control-group-2,30000000009830,2024-02-19 10:36:09,0,OK,right,normal,0
1614937,Ch_000001614937.json,002_control-group-2,30000000009831,2024-02-19 10:36:45,0,OK,left,normal,0
1614938,Ch_000001614938.json,002_control-group-2,30000000009831,2024-02-19 10:36:49,0,OK,right,normal,0
1615035,Ch_000001615035.json,002_control-group-2,30000000009832,2024-02-19 10:57:43,0,OK,left,normal,0
1615036,Ch_000001615036.json,002_control-group-2,30000000009832,2024-02-19 10:57:48,0,OK,right,normal,0
1615037,Ch_000001615037.json,002_control-group-2,30000000009833,2024-02-19 10:58:21,0,OK,left,normal,0
1615038,Ch_000001615038.json,002_control-group-2,30000000009833,2024-02-19 10:58:26,0,OK,right,normal,0
1615135,Ch_000001615135.json,002_control-group-2,30000000009834,2024-02-19 11:17:33,0,OK,left,normal,0
1615136,Ch_000001615136.json,002_control-group-2,30000000009834,2024-02-19 11:17:37,0,OK,right,normal,0
1615137,Ch_000001615137.json,002_control-group-2,30000000009835,2024-02-19 11:18:38,0,OK,left,normal,0
1615138,Ch_000001615138.json,002_control-group-2,30000000009835,2024-02-19 11:18:42,0,OK,right,normal,0
1615235,Ch_000001615235.json,002_control-group-2,30000000009836,2024-02-19 13:12:28,0,OK,left,normal,0
1615236,Ch_000001615236.json,002_control-group-2,30000000009836,2024-02-19 13:12:33,0,OK,right,normal,0
1615237,Ch_000001615237.json,002_control-group-2,30000000009837,2024-02-19 13:12:45,0,OK,left,normal,0
1615238,Ch_000001615238.json,002_control-group-2,30000000009837,2024-02-19 13:12:50,0,OK,right,normal,0
1615335,Ch_000001615335.json,002_control-group-2,30000000009838,2024-02-19 13:30:52,0,OK,left,normal,0
1615336,Ch_000001615336.json,002_control-group-2,30000000009838,2024-02-19 13:30:57,0,OK,right,normal,0
1615337,Ch_000001615337.json,002_control-group-2,30000000009839,2024-02-19 13:31:13,0,OK,left,normal,0
1615338,Ch_000001615338.json,002_control-group-2,30000000009839,2024-02-19 13:31:17,0,OK,right,normal,0
1615436,Ch_000001615436.json,002_control-group-2,30000000009840,2024-02-19 13:58:55,0,OK,left,normal,0
1615437,Ch_000001615437.json,002_control-group-2,30000000009840,2024-02-19 13:58:59,0,OK,right,normal,0
1615438,Ch_000001615438.json,002_control-group-2,30000000009842,2024-02-19 13:59:19,0,OK,left,normal,0
1615439,Ch_000001615439.json,002_control-group-2,30000000009842,2024-02-19 13:59:24,0,NOK,right,normal,0
1615536,Ch_000001615536.json,002_control-group-2,30000000009843,2024-02-19 15:25:12,0,OK,left,normal,0
1615537,Ch_000001615537.json,002_control-group-2,30000000009843,2024-02-19 15:25:17,0,OK,right,normal,0
1615538,Ch_000001615538.json,002_control-group-2,30000000009844,2024-02-19 15:25:30,0,OK,left,normal,0
1615539,Ch_000001615539.json,002_control-group-2,30000000009844,2024-02-19 15:25:34,0,OK,right,normal,0
1596334,Ch_000001596334.json,003_control-group-from-s01,30000000008730,2022-09-05 13:43:39,0,OK,left,normal,0
1596335,Ch_000001596335.json,003_control-group-from-s01,30000000008730,2022-09-05 13:43:44,0,OK,right,normal,0
1596388,Ch_000001596388.json,003_control-group-from-s01,30000000008731,2022-09-05 14:22:19,0,OK,left,normal,0
1596389,Ch_000001596389.json,003_control-group-from-s01,30000000008731,2022-09-05 14:22:23,0,OK,right,normal,0
1596438,Ch_000001596438.json,003_control-group-from-s01,30000000008732,2022-09-05 14:50:36,0,OK,left,normal,0
1596439,Ch_000001596439.json,003_control-group-from-s01,30000000008732,2022-09-05 14:50:40,0,OK,right,normal,0
1596488,Ch_000001596488.json,003_control-group-from-s01,30000000008733,2022-09-05 15:18:11,0,OK,left,normal,0
1596489,Ch_000001596489.json,003_control-group-from-s01,30000000008733,2022-09-05 15:18:16,0,OK,right,normal,0
1596538,Ch_000001596538.json,003_control-group-from-s01,30000000008734,2022-09-05 16:25:41,0,OK,left,normal,0
1596539,Ch_000001596539.json,003_control-group-from-s01,30000000008734,2022-09-05 16:25:46,0,OK,right,normal,0
1596588,Ch_000001596588.json,003_control-group-from-s01,30000000008735,2022-09-05 16:51:01,0,OK,left,normal,0
1596589,Ch_000001596589.json,003_control-group-from-s01,30000000008735,2022-09-05 16:51:06,0,OK,right,normal,0
1596638,Ch_000001596638.json,003_control-group-from-s01,30000000008736,2022-09-06 10:41:56,0,OK,left,normal,0
1596639,Ch_000001596639.json,003_control-group-from-s01,30000000008736,2022-09-06 10:42:01,0,OK,right,normal,0
1596688,Ch_000001596688.json,003_control-group-from-s01,30000000008737,2022-09-06 11:08:23,0,OK,left,normal,0
1596689,Ch_000001596689.json,003_control-group-from-s01,30000000008737,2022-09-06 11:08:27,0,OK,right,normal,0
1596738,Ch_000001596738.json,003_control-group-from-s01,30000000008738,2022-09-06 11:33:50,0,OK,left,normal,0
1596739,Ch_000001596739.json,003_control-group-from-s01,30000000008738,2022-09-06 11:33:54,0,OK,right,normal,0
1596788,Ch_000001596788.json,003_control-group-from-s01,30000000008739,2022-09-06 11:57:37,0,OK,left,normal,0
1596789,Ch_000001596789.json,003_control-group-from-s01,30000000008739,2022-09-06 11:57:42,0,OK,right,normal,0
1596838,Ch_000001596838.json,003_control-group-from-s01,30000000008740,2022-09-06 12:23:02,0,OK,left,normal,0
1596839,Ch_000001596839.json,003_control-group-from-s01,30000000008740,2022-09-06 12:23:07,0,OK,right,normal,0
1596890,Ch_000001596890.json,003_control-group-from-s01,30000000008741,2022-09-06 13:33:54,0,OK,left,normal,0
1596891,Ch_000001596891.json,003_control-group-from-s01,30000000008741,2022-09-06 13:33:59,0,OK,right,normal,0
1596940,Ch_000001596940.json,003_control-group-from-s01,30000000008742,2022-09-06 14:08:07,0,OK,left,normal,0
1596941,Ch_000001596941.json,003_control-group-from-s01,30000000008742,2022-09-06 14:08:12,0,OK,right,normal,0
1596990,Ch_000001596990.json,003_control-group-from-s01,30000000008743,2022-09-06 14:33:30,0,OK,left,normal,0
1596991,Ch_000001596991.json,003_control-group-from-s01,30000000008743,2022-09-06 14:33:34,0,OK,right,normal,0
1597040,Ch_000001597040.json,003_control-group-from-s01,30000000008744,2022-09-06 14:55:46,0,OK,left,normal,0
1597041,Ch_000001597041.json,003_control-group-from-s01,30000000008744,2022-09-06 14:55:51,0,OK,right,normal,0
1597090,Ch_000001597090.json,003_control-group-from-s01,30000000008745,2022-09-06 15:51:46,0,OK,left,normal,0
1597091,Ch_000001597091.json,003_control-group-from-s01,30000000008745,2022-09-06 15:51:50,0,OK,right,normal,0
1597140,Ch_000001597140.json,003_control-group-from-s01,30000000008746,2022-09-06 16:16:32,0,OK,left,normal,0
1597141,Ch_000001597141.json,003_control-group-from-s01,30000000008746,2022-09-06 16:16:36,0,OK,right,normal,0
1597190,Ch_000001597190.json,003_control-group-from-s01,30000000008747,2022-09-06 16:39:49,0,OK,left,normal,0
1597191,Ch_000001597191.json,003_control-group-from-s01,30000000008747,2022-09-06 16:39:54,0,OK,right,normal,0
1597336,Ch_000001597336.json,003_control-group-from-s01,30000000008750,2022-09-07 13:17:12,0,OK,left,normal,0
1597337,Ch_000001597337.json,003_control-group-from-s01,30000000008750,2022-09-07 13:17:17,0,OK,right,normal,0
1597386,Ch_000001597386.json,003_control-group-from-s01,30000000008751,2022-09-07 13:45:31,0,OK,left,normal,0
1597387,Ch_000001597387.json,003_control-group-from-s01,30000000008751,2022-09-07 13:45:35,0,OK,right,normal,0
1597484,Ch_000001597484.json,003_control-group-from-s01,30000000008753,2022-09-07 14:32:25,0,OK,left,normal,0
1597485,Ch_000001597485.json,003_control-group-from-s01,30000000008753,2022-09-07 14:32:30,0,OK,right,normal,0
1597534,Ch_000001597534.json,003_control-group-from-s01,30000000008754,2022-09-07 14:57:21,0,OK,left,normal,0
1597535,Ch_000001597535.json,003_control-group-from-s01,30000000008754,2022-09-07 14:57:26,0,OK,right,normal,0
1597584,Ch_000001597584.json,003_control-group-from-s01,30000000008755,2022-09-07 15:24:26,0,OK,left,normal,0
1597585,Ch_000001597585.json,003_control-group-from-s01,30000000008755,2022-09-07 15:24:30,0,OK,right,normal,0
1597634,Ch_000001597634.json,003_control-group-from-s01,30000000008756,2022-09-07 15:50:15,0,OK,left,normal,0
1597635,Ch_000001597635.json,003_control-group-from-s01,30000000008756,2022-09-07 15:50:19,0,OK,right,normal,0
1597684,Ch_000001597684.json,003_control-group-from-s01,30000000008757,2022-09-08 08:58:57,0,OK,left,normal,0
1597685,Ch_000001597685.json,003_control-group-from-s01,30000000008757,2022-09-08 08:59:02,0,OK,right,normal,0
1597734,Ch_000001597734.json,003_control-group-from-s01,30000000008758,2022-09-08 09:27:19,0,OK,left,normal,0
1597735,Ch_000001597735.json,003_control-group-from-s01,30000000008758,2022-09-08 09:27:23,0,OK,right,normal,0
1597784,Ch_000001597784.json,003_control-group-from-s01,30000000008759,2022-09-08 10:01:47,0,OK,left,normal,0
